commit_id	added_line	deleted_line	guard_addition
b60a92d6864ef27295027f5961cb46f9162d7637	0	0	0
92c1439a5837c501f78d57b3484a0e33498b7289	0	0	0
e867b1a3383621a6b5d3b68d3118e9f6501c35f4	0	0	0
066082dff432894800534b46bf65c7c09aa905d7	0	0	0
e0dfa4caf3325aed3e1830634dc248a207fc30c3	9	4	0
24f5f7afa829769302b11964bd893a1877f2075e	5	0	0
9a151ec77b66dec2d28dc571dbefe5b30415e9c4	0	18	0
940326d8f50a70186c6c3f1f41e3f4970e15e06b	23	68	0
71224ee530d281feab39e5721dc87b9ea01a1982	68	23	0
127de9e637932de246a5f01e20ecdbd5fa968a36	21	8	0
7de5f1d60dbe2a3d5f0ed3d5db0b7a0c594885d9	2	4	0
1add6e9ca4404590616d9c36db2699f7f68a7c00	4	2	0
7c3033d70417328dbccb8bcf21f4e30cffe4d3e9	11	26	0
e71c05707e0717a1f1487b648e830fe7fd90d2eb	23	3	0
5309c3389d1ccc1467cb4dc5e3ddd4f28b1bbd19	0	0	0
2e9381a839ebfec3d048684d11e642e387a287f1	0	0	0
040ec2227eec08aeb02d8f6d4c4e1dbb3d74db31	67	56	0
6c9e3d0670bef6c159981850b9c138f60b2c8317	38	0	0
d35f65f39657eea02f39d3da292d8ef4b4555e48	44	0	0
ae13a5c6eadc0ccc703f0ae45cff358e1ad793d7	8	4	0
3979aebebf5e098ab7202647b0e7fe06c2829211	13	5	0
e29ce9f93753d79edfa4e8b864c31c34e33ea635	18	0	0
7c04a95f4a8854b1cba2963156fe33f4a95820b7	48	26	0
c141547f3b1d215e6f8096e9abd53569406b1da3	56	21	0
21737703051dd3075c5fb0272da8edf9bb737122	4	2	0
65d698439f4071497f2fc457f8e9a5077d80085a	93	85	0
ef41b0fd2ec919635e466f3b2320754de00e5a85	0	0	0
b232746d4cb811560f34417e28abccbe37d1c8c0	0	0	0
fedaedd6a1a855456dd3ac062d5b884aa8b5c214	0	0	0
afa7d6ed43c890757697494cab80a2ffbdeb6064	0	0	0
fc1ef790ac5d952ed967e2e277f98abd6776ff6d	12	18	0
4ded75357b010dda96c54e9bcf72a338c2efca2b	430	665	0
6e5d1a48966adbeef2b1e24fac10b913300002ba	0	0	0
492172505a2e81ffa2a3e55c1b9ee62a5aec09ee	15	16	0
7fe8a4eadd1ae9de9867fe9fc8b4e21333440e08	0	0	0
b3a11b78f70a87cc77197a09327c5985dd26c8a6	0	0	0
4ad63d77be3656f5aa63cdbf4f2420e4d8bb2e6e	4	0	0
a08c2c269df84cb542227fd0fb704b3e88d10b98	6	4	0
7e4cb7d7ecfd12f7e767a82401fb6d2a15a433de	21	0	0
63f718974b7061584615e62417774de6ae943936	36	4	0
0cd23c3dda1d0cfd1632aa609c4a269c5724cf38	0	8	0
8fd3fd0e9cc0e4bda6abc65f88dd95230e24a5e9	0	0	0
1afedc608e3b299f705c73331e279a8a7065d31e	17	0	0
915e87ecf7809529010b1b149103dd5dadebdd04	0	0	0
30727764a3f9c30c41eaae4340ee7ea9723c1306	0	0	0
b3c3393c19d09240588697b69dd7a9643983d357	30	0	0
fffd9b9b6dd42c52f4a30e956313cdb4129c66be	8	0	0
34a88fca76a83038160e9b69b0771e64bd0bcc3e	3	0	0
b972b9a2d95c44bf6cd63963978726ec192d545f	439	196	0
c744dd84cc5853585aeedd08ce3d3ad8cf208ed2	0	0	0
46227c2275d6fecaacbebf83de1e5cf97880c5d2	0	0	0
47364d4db6d2057f272bb98965cec68c3222a76f	12	17	0
999a3c67d420d51fad53b08dace5bbce1af43e9b	295	263	0
b0846fb7629a198298782522a97e3015132cb46e	0	0	0
dd836aae1298f96f1dc077e8f4c73a8668c4f241	8	5	0
85c3ec3fb482c2f43c1c564952ccab0919d55b1c	7	6	0
cfe875d3d2b8620251d5d665111e2e007079b700	0	0	0
467323396a18d57e1a3f4560f07e327d860b94cb	62	19	0
a81d9be876004a5d3654b72be31ffb719bab93e8	39	9	0
31dec215381090dd13ed8e0bd228b3aaefe0fe47	8	0	0
3d0b253248546cae60aca208d19c496207c7f36b	0	0	0
ac31ebf53ae11b723eb154ab815f4d90f37a30c9	3	3	0
72af27b8c96c2fd10516c027074d6f0ad2110f3a	172	60	0
4d50f6db5ac3e2d11ca4970b38b0dd6f030ced73	0	0	0
266544370d020b33f0fa869a4a5737bc5d1ead23	0	0	0
7f3ca4643d2a247b8665dd5e56271a2f52e60f2c	0	0	0
5762f879d2e2c4b2152ce124aa3cdf7dd44f2819	0	0	0
19cb105a7e866f03dbaa15fcb2207066d4c3ae48	0	0	0
fecaf4737ca97202506a6b1e2e841911ee463a4b	4	5	0
714127b4a50a359fc91acf912b3956de749f7647	0	0	0
9b38da685c2ecd3edcb30dafdc2d86d9a115886e	0	5	0
c3401d43278c5b204cdbc60473a1b7d29c1daaf7	140	55	0
c9c7436482099ff29ad7f765094fdc3b1e69ac55	0	0	0
e726a89f5fbcc68c06713d973125e74bfd700840	39	30	0
e283963533b616395169568e4c0ff8a91fea3ebc	333	555	0
976c7ea2ef49798044152c72d85dfff8abee9e8f	3	3	0
b51aae943228ca06863378feef06cd356faa013f	0	0	0
2c43656a160197df935f38f832c0990025be9d83	0	0	0
c96ecbde670ad16e4a9a580c2257ea8efdf91da6	3	3	0
9a3b7f16f90f9ec0f8e07cba27f91e681823987a	0	0	0
5a300f3fc93f1e05731954aa829ec3e837338cef	1299	1197	0
9d34b4581c485deb3a659c7a435d557494e61462	72	25	0
8fc90a23ae1a2cc73e3bba470339124bf0189fb1	261	102	0
b0ac1c6abaaad94b0e6eea6f37f4aabf4b4e8064	23	0	0
3df8b6f7bb3da34e2d8806916c82862b2441f59e	34	3	0
f9d7ac2d5e97a6f4f453b301f86b6b23e1e21372	0	0	0
76a487c0625f5e0c6d2eab88f4aa2b0c1710ca44	0	0	0
259d12f7397679c6b0d0a4788e5a37f65fd49f20	102	260	0
2174461cf729b61a844950278773ee0802ced158	260	102	0
b96905d1df93aea0bc5b0e1ab074954e57b0dcc4	102	260	0
b42d7978cbb0d2b02eb5552a2f344cb128092b1e	260	102	0
1f90d00614c357e4e2784e4d69eaf632659933a7	61	21	0
c41003f5e62f049b766a0997c8b5a01b21a16617	3	0	0
b7c2b953bce8876c0b490a62631d67c9df35081f	36	0	0
209d0a8a16862ee6d4aaeaf4dfbe580028931916	0	0	0
e44ed1b1ef6de49f9128ba76a4a6be7e1722d15f	7	2	0
e26a6e0e10e2ec0c017a0a6f43e8ab1c3cee7608	18	11	0
8dea600795a0f39abf123b8a2b334cf07ae4c1e0	5	0	0
f6c05faccfc0167508da4ccf99b42e44c085b1b8	8	4	0
4947e72f631fe720eab40641affb8d312721d980	35	3	0
0290f57c3aade51a2ed920adeb534f78e879a37c	4	8	0
eb272512650a1926214ec37da1d4976a18228fb6	11	16	0
5169cfc8c395852f2b8e8885d5044130995e49ea	0	0	0
504286d55cac2d4439baeefc2f2f93311bfcc5e9	251	159	0
ba8a252167ea3f671446ab2d8c718368e6ff19b7	0	0	0
a4e72544f7d0091ad83ecbc90b953ce90255eb14	4	3	0
fea75742b4b9dc476bb2b83efcb3c6358f46bcc2	23	27	0
0d008b47925e99a71f60def73645c798430b9778	10	0	0
101205345bf1646eb2cc9027896f49042b0c50a0	15	7	0
a22aec1dad08810da222a6eb4bd4fdbc56f43e99	3	4	0
1e05c9f3b53e654707be35537c10b50e62294c1e	2	0	0
5a73a1ab250ce0d1e3ab73d3366887ad7826adf0	16	4	0
c5af7b654b66ee0561de7f5490a95dec84205669	0	0	0
e6c7ed34e05476733dea0e7f1b84af513963195c	76	17	0
37cc07a7723d8e87c42240faa87cb43eab29d6dc	222	29	0
27b772ddc63d1ebb6fe1cd6cd12ca2fc6f897286	93	27	0
39e0b8515f9090c9f6f1bc3dd82263e7b6739f6b	161	35	0
a925a4ce163dfdde594920f822a9ac20fd182107	94	9	0
842e0c974dc73736e778c2a83e8440b3d9c7d337	0	0	0
198aa906658c3e0bdd52752ad6eefa2e172e7257	0	0	0
589c1e40785aab5ea7b0a18e5261970b408a09d5	246	0	0
2479282fb271c6f7ebf5cde4b22f41cafec57e91	0	0	0
487f713c632e1a8afed7cae5d2ccaf770386bc1c	4	2	0
d81e80671874e42901f9fb166bae814530a9e98e	31	24	0
2da6dbe563fd67c34f2a489f1f742d31b00fa159	71	37	0
ea4194039ed2a2b4987eed548edd60a580ea97c0	8	2	0
15842109c005c9577e354296dc891a64a15ebdd7	14	18	0
75a7643b11025065a04965b7fdc3bc5ca6322875	41	11	0
63ef89bff71aba8340502ec8b1cbf3fa2a7c550e	23	2	0
b9d74f89ff42a9bf509ef875e32cf8a46f3d1702	2	23	1
69756da503f4b1bc74462f67c65124cab5d045fb	23	2	0
2c19b042745fd3de4c1600d1039282e28196873b	7	0	0
1c8c7e10f8bb0298f031d3e03029f62098f66997	2	5	0
6ab9997d1fec22ef3c0e7b53903bd824e9bb7284	22	47	0
7e524f633a4212f5a4227c9b1c4f25c8ce5294fe	0	0	0
f755ded2d24b870770406c80a47f61555ac6f8ab	33	6	0
f85fba4a547baefe4ec6d8466edec754d7b19458	0	0	0
12ffa086c75d8608ba87a5c7306d0e98a7c445f6	19	19	0
5324911cd8e58d1a88869040cbada0dfb829ffd6	3	3	0
205783419c46fcfd928975d5f4d33c66f7752b45	54	32	0
2051b0982ddbf575f88d7ca20b9960b43bb3da30	103	30	0
b5f07e0e9751103a131b834395174a1bb60b6f4b	0	0	0
4d7221a68fc155284340c67f836edc78f3be5fc4	0	0	0
198aa5dab48e8a6490ee23f4dc08fab7028ef699	8	0	0
c64814ec96f156ee7bff3549b81887da2d0026dd	0	0	0
5410b9858a39e2b9771cad8140e51766495dd069	0	0	0
6e0c6271f6ee955e2f3aa8e2cd29d037ef43b962	0	0	0
e33591515c712275dbb81308e7695167bb68a86f	224	0	0
4340930c716599256c823c78d614b4062ec3457c	126	0	0
147694bb080b6f7cb1d24d2ec2742aac92be27aa	9	3	0
b837b89e6b1a4ccae32fa6dff7065163e1900908	0	0	0
c1cd6d5a89966f3cfec378146f8088f80d6d36ac	11	0	0
e826e3f2b85c491c5b57453621cdbaa66c387c41	6	17	0
625be5137e36f1460a0cefdd445861b579826e8e	0	0	0
e10d48df54cf879da0d0fc8908441405efd876e4	0	2	0
33fa32d7116b86118ff007cc6447d7d63f7976f9	0	0	0
d954031d50c6234d0942cf0f05879aebe42b3345	40	12	0
e26ca63f8801440f242560c81e5135ec809440f1	4	7	0
4978db81028f3a955932589af77599b53d909a46	7	4	0
b82cd670c3f473fde937c5b8445acc83ca76c5c6	4	7	0
66add552348d957ac7853ea7eb370c6629bdeaca	85	33	0
8a9acd4d2a3f8a3c3b2aefa072fb328a66f6eab7	0	0	0
bf21a9dc335bd758ec96b0c67a9e359c2091b7b5	0	0	0
9a3093a886d455e460c87fbe3ab65f6f55dcca23	0	0	0
1120f33c384fdd05ac80be0e3b0b8897cd19d229	7	0	0
239d12dae8e19105d0d1b1f17f407b268072ab9f	0	0	0
16ab7161341db85bbc5a2979465be2b20a1e98fb	75	23	0
c07afa88759b5a478d85ad9ccd5ff08f526140fa	45	72	0
5f03be46754a27649d4a4fe22c79d460a6c52025	9	9	0
5a40eae63e290c8a12b1e7d4dd01fc98ba09573d	0	0	0
57d8778bf2538be58e0a890532e356adef1c38ff	0	0	0
798cb1d793a728484d695d94ecc60c2be2e303f8	11	0	0
67ad0e60135ac02ae3ee64cd4572ceabb921192f	20	10	0
48dee7e44d0558995cfb2c90cd4dca38390bd685	0	0	0
c1c12605ada22c1753a18689bb1328fc28a07231	0	0	0
b49941012a2f414d44ee96cf35e0e8d2eef38b98	9	2	0
145c92f3d60b68d60fd842b5b2a639b96b5833cb	6	4	0
ee3507d456a65be806c592abaac2a153cb652202	5	0	0
e1188d27f53acdb20cbd509806f2e55884db4e3d	61	4	0
de1d36f93f18d3a6449558efaa0f93193ac41f0c	0	0	0
0d51d547266ea5820b4b6dbd391ad3282651013d	0	0	0
2e5efa690ae960c513918d0457770d60198b960f	15	3	0
602b4a6f79fcea9b1fc43dafffdaf7b45a642140	0	0	0
161c0189274de85c6b480f911d433cbf0917c265	7	3	0
26828b1860bb8f0dfedccf9f179b56fdf3c70663	4	12	0
95e3dec51003ada2dca8753b84f9ec0fb84de831	127	0	0
846078f9b0bec66e3e3e9cac741ad8366b77dc04	0	0	0
2d12e1ecf0f72e8460b22047b30887b1cbe6d820	3	3	0
873d9f50822aceec70bf3703362185e6498d1c91	20	7	0
5e12d6a98e7d14a5d6120486b0d32a8a8c5fd795	14	5	0
ee164fcbc53191c70e942f87e1b7e1852ce9b5cb	180	142	0
8a9ba0c65b8de400980f582e575848a3a08b613d	37	4	0
e2226862943999587f82c3c613adf6c83444917e	223	16	0
b2fc0f48f646fe9c25ca60e6801c3de40fc096f1	38	22	0
ff89ec17c4f4be605cc9dd31fca18fd5ff2438cd	3	0	0
9d594ac86ad815c50fce411f92ec6d37fddc428d	19	3	0
7e9f8c60e23baac2bf98d0568c095b46f8c6d49e	39	59	0
dff5ba27c344fdd3e8fe9f30312ed2323162b5ea	0	0	0
2e1c12ca1b54e58962e2810618a56d9dd1cfa1e9	4	4	0
88f3148810186083a7f9138466fdfa6acd7a405e	22	21	0
9338eaee6599d2c86555ba277f9432b2daf2006a	2	0	0
0f4e857c7a532bce262451eccd05a97fb6df61ce	43	36	0
daeec8657e3f2fe8307e270967e2e3db0339c46c	5	0	0
1b66839bc4cb3911aec27f1487229c9ddc8ffcf6	0	0	0
a9346982bfbf4ee57e6b933f59e7ce4f19bceb64	0	0	0
3dd83adb51d0a39cbd6267751be9217ae0cbea3a	0	0	0
31cbd7ab8ffd21197c42e24e79f1eccccc71800a	137	5	0
8bfdb19e85e87d9e64e54436adf622f10d119a41	17	14	0
35c598db93f338ad604c42db7a227cb765769f43	7	0	0
1777ea3aaec03e8f3d47fbb68bbaabc0860af8b4	0	0	0
32515547370962d33647c8bebcb621bbaf0942c3	61	19	0
833657c46dafbb9727d625617446424f62117c68	604	536	0
78948d987b2c32d6e0fdbb7048f975566b7c92ab	0	0	0
1dbfe92dbf0e1bee8576ea5977619099f4aefdb2	26	13	0
44bf7076b753996e7da5b64807815986e231a796	35	2	0
af2742fcf2fc31945c8bdd09f0f6bd52f857b77f	47	0	0
9d481f1faa7a40110123af3c915c2b7034d2ca21	104	26	0
46e5baf670f679fa7b7e2fffdf076bc3e752d784	19	7	0
679698a7f29f566c47724be03f35694059abebee	0	0	0
8461e858806bda23d27bcd4622d80b4679f83836	10	3	0
36c4f62dafcede4cae20c939f72fa11443ab5bd6	49	20	0
9ac26b80b2d2954e9655553685c2e5ccd4d8aa3e	0	0	0
cecce16fad1158661146fb515deb14af59f70ada	66	3	0
624a5c664400cf5baeded4ad4937f234abe288b7	64	1743	0
e14b49080bbd2de57990e95698468a16eec7e530	12	0	0
881409bd0bdd174ed05a03869e12b6f29d9bb199	28	24	0
da39c6d397655232de68286705afa047f3b06e80	4	0	0
368b1b1060c029082378c3ed56ee835937c0124c	6	0	0
8eab6d7a4552e728b45d9074259d9a2b16b1ebeb	0	0	0
113652eb8813ea79967bc9f46217f17e8a957f77	110	69	0
8de69db1438d78ec63f83bfff7fda92d5799ee44	12	15	0
e1673bb0bbfea21d6e5dba73e013b09b8b49b89b	0	0	0
8da00b2768570af828c3b7ef88f00edfd636f478	7	0	0
5e25bc92cf8e93f6088a27058eae9c8a869d1028	106	77	0
dddf15ae6b5106424b39e928174749b9aa097598	110	0	0
da7fef6bf5c57c70e7c5c83141a2e83c6bf6a68e	207	90	0
77c6276a7e4d4e26977ab147be2fdd78d28de1d7	0	0	0
5a406064228d3f7c8904ea84e8b83b4f53648d4a	3	2	0
dd34297087181e42a4df5ca6f456a2dce04b7ddb	0	0	0
927ac8228f0715157eccaa57ef9c85f55547235e	0	4	0
3ed9350233344b9bede4615dd3f817dae5ac23b7	29	30	0
a2db3d27ffd35c9b037237a909c79ae6194dcec5	0	0	0
159f1b468607c7cc9d0d3caf344daf94281e248b	30	29	0
ae2c858c5ef30695d939af748cba1080be0ce970	29	30	0
6983f134607b2b66e5f62f788d78ae3ed8c96dd2	0	0	0
073af9b704438bd82467968d2f3fcda75707a667	0	0	0
d61bb64e93fc414b131cf2cc5366e18ea80381bc	51	38	0
60ebdd9fd8a73715cf072c4b1611e003fa2c912e	0	0	0
5dacfe942711482e9a46cef7f9a2acaaa9821f14	31	2	0
fedbd00ef13d1dbc6b81db0852d0bf9fa2832625	10	3	0
927a957390916085795fbd68843a22d2afa88334	73	35	0
ce99588530996617408c0afbb6a68b225aaa7316	95	55	0
6b8cd00ec03ab6f103eae80b9027b512df71e27c	278	16	0
8f9c322cda16ebb87f90c7112cfddd1c97957ee2	8	0	0
d22c6de6484607d0082a48b686c706d8e73650f1	2	2	0
4a80b19d7f780652e3b1c9e8c80e60c4dfed8bb5	19	12	0
bc50e4b9a284be272353afcdc25c2b5abebffec2	193	110	0
d025375c7fcacbeeb5c660feb812caabd52d127d	6	8	0
44573b54c1ce3289f96a8295e19dd48c1ffc357a	8	6	0
becb638370e5bcd1b40fe24a33956bd2403310d1	116	44	0
43c0df51ea76995688857e5948cd9a3d9b58e2f9	32	19	0
7fad1e52a3f24e15e61e03ba7af57837dcecf574	0	0	0
4ba2abf43b9fbfd7b5dd29d02bc9035ff92dcd89	0	0	0
36b49c5e17edf402725ad056b7ba45bf31b9efb3	17	2	0
56a86a80812fe241543c7fa438df93eca47f0c72	2	17	0
5b0eb6d9d665a6049624d224209e25868d74a8af	5	4	0
bd40cba8dd194cc1e48cc4eeca8fb1eeed2d6292	27	0	0
b5163bc9f6938edb90cd97b94db4b9d5ddddfa77	17	2	0
07afb7e32fbdf46f48ebbb9a3fc010282126f09c	2	0	0
3f319bef8d53bb0c50639c87f57be221696b9129	20	27	0
3673bfc241c8389fbdaac8bc42ae8a539fa63cd2	2	2	0
d6cea08efe8abaa5af8b330f0c1bbe3e015b9730	17	29	0
5f104c21eb189b61a9fe0c60d57b8edf1e244cb3	245	217	0
7c45f021104c4965c7e870dc0972e5663c4faa86	0	0	0
ca888749951151f3fc58665c4195b6d80726a849	4	4	0
633bab0c7b50a8358a70108b8cf93a03c16fb778	13	6	0
eb67404ceffcd30f72fe848555afd58fbcb463a2	7	4	0
f3061a67fcd1e6917f9fe136ebe7c797d9467aca	63	12	1
a86141b6252a433ff62f5c1979d7523031da0bf2	234	152	0
6cebe0622503af4ed892e78ccc2acf2c7b3b0f95	0	0	0
28d0d8c5cc9ba9459f99d5ef27048ea54906bd09	130	91	0
c8b76eb3f1dcc4e9d11d4f96c59f8f92123e58a4	40	10	0
5c2cb15e0b41d8cd1bb6b9014934c078978f929d	66	19	0
8aabe36a49800ebf81486930d314441e132ca084	0	2	0
83969b0da104bc7e785272f23e375307baefb012	5	0	0
9eeb501825e1c163f3149eb15b9444089f205460	3	5	0
3e33aecea2da1071d7336584ed29448c233fe3be	516	579	0
0a4ae9fa943b86b398a974bf708b34efd0185ee2	0	0	0
133892aae21be48cba6230083ffa4d2272dd63fa	0	0	0
1725094e6be7f58dea4f07f374c2001a486ec7b4	0	0	0
e19fdd39036e7f31a864f709f429ed3bfcb641c3	0	0	0
ee84a8f2430f8da58c5274d4a76b4e1e32259b26	0	0	0
b04c976fe6b818377c757f4ab52d27ba62cf8ceb	49	24	0
8edd5d948a956fcceb5fae3afd7372fc0cabdf45	0	2	0
b2afba580b4b9285973b57812741857cf480be4c	32	26	0
4e9f5e8d641626c792d6c4edeb3ac8ca2d5af534	0	0	0
b68746c0b273f8ffd2924807f9a82be9f91f28ac	32	4	0
a4cb98b1cd482a419a164a8efef7e97f9f26ed11	0	0	0
bde9f08a83b7f0594cfccb22acfc9c66dc795049	139	135	0
161dc7c7f3101d62240e291939bd86aeff8895ba	159	147	0
075523dd1eabb027f3268f51a4aa0f17113e58d3	49	7	0
0a6aec49813e794d7ed5d6608e0ee4fab5587ccd	0	0	0
c0d67209dff9afb40fb658fb7dc68f381a9240a0	11	0	0
a8ea49bfb76e2ac73e1fbc2b78f4f06106774294	166	144	0
d44e8a7aff9487812b70c7273477550402a7dfdc	1801	84	0
4b0bbd839e56762737a5a48e5206e310abf2557c	5	2	0
6befdc43baff4b3773dd0335d5531f651035791a	310	128	0
4d971d0f48a1ff29e09891a4780409df532513fc	24	4	0
9d15e1694602f519df560690d870e763675a41c5	60	35	0
4a5fe54d945d97201c6c0a89cfa44ebdcac786ee	4	0	0
858eee20ec97f85691af82e8b273da6d2c020c13	13	4	0
271d93dc73747ee3e6c65bdfc2692417bace311c	0	0	0
42ca97680384ad833f9e3376ae671768c20dc38c	0	0	0
00289b8ffae3c2904d1ac8fda9ac38f06eaa5484	6	7	0
323eccc65bf747f7cf960a4810170a13035de711	0	0	0
0b0257b4123aad6c5456d92044073a3cadcf9254	5	4	0
d7b09de854dddfc09b8e00638e07eb1b8c1b2844	27	7	0
3673e54a400f8189a80888e3752dc26924e91393	0	0	0
063eefe3b0eed3744a840a46e3b3aa5cef5e32f6	6	3	0
27e2c8c86b3cef19148dafba3988b6ee38aecc18	115	2	0
d83485940491fbd67ce9b8b2d5ae2274621b83ea	288	82	0
805e2db3e2cddd47b9caa1bcd6ebea9b4159e365	196	3	0
81937df3bb428b19a57237a7f92ac00fb7c8f2ce	2	2	0
3ecdc74a69fac94923273af0e63ab12cc7bc6d71	0	0	0
1e88ccc70e868ad8ca5302b8cb4e63067d759217	0	0	0
4c95b82b61f54f364907fd0f21eff4dae098520e	193	182	0
f46569a742e906b1c818f252e1f32dd649d9ba56	0	0	0
5a200b59026fea8ba65cb94e9e2d0c004492a518	15	11	0
d3e2248f1263d7ff4b48561eca7ce071f9e9b5ff	36	6	0
53d29d53c4ab17543936ef6385107bad6fe585d8	129	0	0
26e54e42cd913483646f19ce65442174edfdeff5	409	367	0
3c9c221c239c8fda2e725839b99cdda691754f9f	0	0	0
f6c4405929055c7e3d7135f49015dfac707c58d6	18	6	0
b22409d51d170a5ccf0c1a29095d1442cb6db708	5	17	0
050fae501a6db95260356279e071c8577e87624f	17	5	0
fc9743c17ae084240b658b343905e7e49d071899	2	3	0
9431ee3f4981031521a927af1a651081b860a36a	0	0	0
aaec02e0f547062975e68e6f96d5d393d7af2fcb	0	0	0
15bb234d511468b468fa941d20911f2b04919e57	0	0	0
694e79a67e84d0c5e4f23b4abe7d27bb5fb8ce37	0	0	0
fb584f9cf59a6c73ed2e4709ba4584364eee1315	32	32	0
26e7065cb432cc9127dd724658b6452a7ac7c199	0	0	0
b785896cbdc3213e07d4557d48d146f556bd8706	124	5	0
61651fbab3a37e5bbad025a525a8a5dcc9f756c2	0	0	0
3cfaaee1a3f913dac6bfc41cff09ab668b42746f	0	0	0
856a3ac154fd55e9de006c97fe419f647dd53810	7	43	0
a2d5e3183c1b4680fa6579c383e7f0345c77f0bf	99	0	0
